UQNO,Geo_Type_Code,Province,Stratum,Metro_code
299114180000001401,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
464100370000008101,Urban,Free State,40105,FS - Non-metro
526100710000036001,Farms,KwaZulu-Natal,50216,KZN - Non-metro
524105720000010301,Farms,KwaZulu-Natal,50301,KZN - Non-metro
799131050000010201,Urban,Gauteng,78106,GP - City of Tshwane
538102900000044301,Traditional,KwaZulu-Natal,50204,KZN - Non-metro
295102730000003001,Traditional,Eastern Cape,20206,EC - Non-metro
798106040000003101,Urban,Gauteng,77106,GP - City of Johannesburg
378101230000010001,Urban,Northern Cape,30101,NC - Non-metro
472102870000025701,Urban,Free State,40101,FS - Non-metro
764102220000001601,Urban,Gauteng,70108,GP - Non-metro
799112850000001801,Urban,Gauteng,78103,GP - City of Tshwane
260112870000012501,Urban,Eastern Cape,22102,EC - Buffalo City
499107380000018901,Urban,Free State,44102,FS - Mangaung
166102760000025801,Urban,Western Cape,10111,WC - Non-metro
271108510000006201,Traditional,Eastern Cape,20204,EC - Non-metro
797101730000025801,Urban,Gauteng,76102,GP - Ekurhuleni
797137450000011901,Urban,Gauteng,76107,GP - Ekurhuleni
299115290000008201,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
871100370000001701,Traditional,Mpumalanga,80205,MP - Non-metro
361101260000010501,Traditional,Northern Cape,30201,NC - Non-metro
986100890000010401,Traditional,Limpopo,90210,LP - Non-metro
871100340000004701,Traditional,Mpumalanga,80108,MP - Non-metro
797149470000010501,Urban,Gauteng,76109,GP - Ekurhuleni
987100960000001401,Traditional,Limpopo,90216,LP - Non-metro
797144310000003301,Urban,Gauteng,76106,GP - Ekurhuleni
199125350000013501,Urban,Western Cape,11108,WC - City of Cape Town
588100560000027801,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
677101210000007201,Urban,North West,60107,NW - Non-metro
982105430000013601,Traditional,Limpopo,90215,LP - Non-metro
504100580000008101,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
799140540000005001,Urban,Gauteng,78105,GP - City of Tshwane
797131790000005601,Urban,Gauteng,76101,GP - Ekurhuleni
592103620180001201,Urban,KwaZulu-Natal,50109,KZN - Non-metro
199138610000022101,Urban,Western Cape,11113,WC - City of Cape Town
799102100000036401,Urban,Gauteng,78113,GP - City of Tshwane
467103780000012101,Urban,Free State,40101,FS - Non-metro
976102440000014501,Traditional,Limpopo,90215,LP - Non-metro
982100820000009301,Traditional,Limpopo,90209,LP - Non-metro
271102830000013101,Traditional,Eastern Cape,20220,EC - Non-metro
760110090000002601,Urban,Gauteng,70108,GP - Non-metro
168100800000073301,Urban,Western Cape,10101,WC - Non-metro
962100790000010601,Traditional,Limpopo,90215,LP - Non-metro
270104020000002201,Traditional,Eastern Cape,20216,EC - Non-metro
199155860000021101,Urban,Western Cape,11106,WC - City of Cape Town
982103160000006801,Traditional,Limpopo,90204,LP - Non-metro
596100560000063701,Farms,KwaZulu-Natal,50301,KZN - Non-metro
960104000000006701,Traditional,Limpopo,90208,LP - Non-metro
961103400000034801,Traditional,Limpopo,90208,LP - Non-metro
282103540000017601,Traditional,Eastern Cape,20204,EC - Non-metro
277100540000012801,Urban,Eastern Cape,20102,EC - Non-metro
982100580000015501,Urban,Limpopo,90104,LP - Non-metro
290102640000005801,Traditional,Eastern Cape,20217,EC - Non-metro
798134450000010201,Urban,Gauteng,77107,GP - City of Johannesburg
962102250000002201,Traditional,Limpopo,90209,LP - Non-metro
594101320000019601,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
661103670000011501,Urban,North West,60108,NW - Non-metro
866102790000004501,Urban,Mpumalanga,80101,MP - Non-metro
874111060000021901,Traditional,Mpumalanga,80205,MP - Non-metro
877109310000008901,Traditional,Mpumalanga,80204,MP - Non-metro
799147290000011901,Urban,Gauteng,78105,GP - City of Tshwane
599126650000004201,Urban,KwaZulu-Natal,55105,KZN - eThekwini
860101510000007901,Traditional,Mpumalanga,80207,MP - Non-metro
877105420000008601,Traditional,Mpumalanga,80201,MP - Non-metro
260105090000004601,Urban,Eastern Cape,22104,EC - Buffalo City
967100540000016901,Urban,Limpopo,90105,LP - Non-metro
467108000000009401,Urban,Free State,40102,FS - Non-metro
297102640000007501,Traditional,Eastern Cape,20216,EC - Non-metro
499103270000011101,Urban,Free State,44101,FS - Mangaung
966103940000025401,Urban,Limpopo,90105,LP - Non-metro
599143610000010301,Urban,KwaZulu-Natal,55106,KZN - eThekwini
874110160000015601,Traditional,Mpumalanga,80208,MP - Non-metro
581101820000007401,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
538100490000006601,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
968102310000008601,Traditional,Limpopo,90208,LP - Non-metro
299105690000011601,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
475101070000004901,Urban,Free State,40101,FS - Non-metro
799146500000006601,Urban,Gauteng,78107,GP - City of Tshwane
969103040000004601,Traditional,Limpopo,90205,LP - Non-metro
799145400000015201,Urban,Gauteng,78108,GP - City of Tshwane
798158570000008201,Urban,Gauteng,77109,GP - City of Johannesburg
593101670000015301,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
877105420000006801,Traditional,Mpumalanga,80201,MP - Non-metro
581102530000010401,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
296104990000004701,Traditional,Eastern Cape,20203,EC - Non-metro
662110340000014601,Urban,North West,60107,NW - Non-metro
199110600000004601,Urban,Western Cape,11108,WC - City of Cape Town
798160270000005101,Urban,Gauteng,77104,GP - City of Johannesburg
163101150000012401,Urban,Western Cape,10109,WC - Non-metro
797143290000003601,Urban,Gauteng,76105,GP - Ekurhuleni
599132030000005301,Urban,KwaZulu-Natal,55105,KZN - eThekwini
799110850000013001,Urban,Gauteng,78109,GP - City of Tshwane
278100840000000201,Urban,Eastern Cape,20104,EC - Non-metro
499107930000003301,Urban,Free State,44102,FS - Mangaung
281103650000005601,Urban,Eastern Cape,20108,EC - Non-metro
577100360000016601,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
584100520000014401,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
464100650000004301,Urban,Free State,40104,FS - Non-metro
299104030000005601,Urban,Eastern Cape,23105,EC - Nelson Mandela Bay
199143730040002401,Urban,Western Cape,11109,WC - City of Cape Town
589100980000011701,Traditional,KwaZulu-Natal,50213,KZN - Non-metro
962100590000011301,Traditional,Limpopo,90211,LP - Non-metro
797113010000016701,Urban,Gauteng,76107,GP - Ekurhuleni
760111800000009901,Urban,Gauteng,70109,GP - Non-metro
799151190000014401,Urban,Gauteng,78107,GP - City of Tshwane
538103280000009901,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
760110360000002201,Urban,Gauteng,70102,GP - Non-metro
285101060000010001,Urban,Eastern Cape,20107,EC - Non-metro
297101820000025401,Traditional,Eastern Cape,20213,EC - Non-metro
797113210000020501,Urban,Gauteng,76103,GP - Ekurhuleni
799150640000015601,Urban,Gauteng,78105,GP - City of Tshwane
667104580000003501,Urban,North West,60104,NW - Non-metro
798113670000006801,Urban,Gauteng,77112,GP - City of Johannesburg
760112940000007601,Urban,Gauteng,70107,GP - Non-metro
868103660000022701,Urban,Mpumalanga,80106,MP - Non-metro
469102270000007101,Farms,Free State,40301,FS - Non-metro
982100230000008401,Urban,Limpopo,90104,LP - Non-metro
662200040000056001,Farms,North West,60301,NW - Non-metro
960102000000010201,Traditional,Limpopo,90212,LP - Non-metro
675100290000009901,Urban,North West,60105,NW - Non-metro
374100290000005801,Urban,Northern Cape,30101,NC - Non-metro
797105380000008501,Urban,Gauteng,76101,GP - Ekurhuleni
599138770000009801,Urban,KwaZulu-Natal,55102,KZN - eThekwini
297100340000007701,Traditional,Eastern Cape,20219,EC - Non-metro
464101290000000501,Urban,Free State,40401,FS - Non-metro
760108380000008201,Urban,Gauteng,70102,GP - Non-metro
585100570000012201,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
499104430000007201,Urban,Free State,44101,FS - Mangaung
663101050000019001,Urban,North West,60106,NW - Non-metro
504100420000004401,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
271104650000014601,Traditional,Eastern Cape,20213,EC - Non-metro
506103240000002401,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
597100470000010301,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
277100540000018001,Urban,Eastern Cape,20102,EC - Non-metro
568100770000012001,Urban,KwaZulu-Natal,50107,KZN - Non-metro
560100270000005701,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
592103340090003201,Urban,KwaZulu-Natal,50109,KZN - Non-metro
871100340000017201,Traditional,Mpumalanga,80108,MP - Non-metro
599137300000008701,Urban,KwaZulu-Natal,55109,KZN - eThekwini
982100430000021301,Urban,Limpopo,90105,LP - Non-metro
294109040000040401,Urban,Eastern Cape,20101,EC - Non-metro
575101790000003501,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
799136840000003201,Urban,Gauteng,78108,GP - City of Tshwane
283101230000005201,Traditional,Eastern Cape,20209,EC - Non-metro
461100090000004301,Urban,Free State,40105,FS - Non-metro
974100970000014001,Traditional,Limpopo,90210,LP - Non-metro
599109430000053701,Urban,KwaZulu-Natal,55104,KZN - eThekwini
270106690000007601,Traditional,Eastern Cape,20207,EC - Non-metro
874109990000015901,Traditional,Mpumalanga,80205,MP - Non-metro
295103510000018801,Traditional,Eastern Cape,20202,EC - Non-metro
798134470000038401,Urban,Gauteng,77107,GP - City of Johannesburg
292101860000004001,Traditional,Eastern Cape,20217,EC - Non-metro
662108980000053501,Traditional,North West,60402,NW - Non-metro
760113390000005801,Urban,Gauteng,70108,GP - Non-metro
286103200000014401,Traditional,Eastern Cape,20205,EC - Non-metro
868103610000018301,Urban,Mpumalanga,80106,MP - Non-metro
877104020000010901,Traditional,Mpumalanga,80204,MP - Non-metro
278100640000005201,Urban,Eastern Cape,20102,EC - Non-metro
576101200000020401,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
538100600000005601,Urban,KwaZulu-Natal,50207,KZN - Non-metro
199123360000002001,Urban,Western Cape,11101,WC - City of Cape Town
299113610000009301,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
798127540000004401,Urban,Gauteng,77108,GP - City of Johannesburg
798115560000006801,Urban,Gauteng,77105,GP - City of Johannesburg
472100240000001801,Traditional,Free State,40201,FS - Non-metro
874110010000013701,Traditional,Mpumalanga,80205,MP - Non-metro
361101470000189401,Traditional,Northern Cape,30201,NC - Non-metro
524104460000001601,Urban,KwaZulu-Natal,50102,KZN - Non-metro
295103310000022001,Traditional,Eastern Cape,20214,EC - Non-metro
962102100000001801,Traditional,Limpopo,90209,LP - Non-metro
964100510000013501,Traditional,Limpopo,90210,LP - Non-metro
472104560000004101,Traditional,Free State,40201,FS - Non-metro
587100600000010801,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
269100080000015301,Urban,Eastern Cape,20106,EC - Non-metro
874104560000006204,Traditional,Mpumalanga,80208,MP - Non-metro
667101110000012701,Urban,North West,60104,NW - Non-metro
974102590000018701,Urban,Limpopo,90101,LP - Non-metro
799131170000004001,Urban,Gauteng,78113,GP - City of Tshwane
270108070000022001,Traditional,Eastern Cape,20215,EC - Non-metro
592103660000002401,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
270104020000008201,Traditional,Eastern Cape,20216,EC - Non-metro
290104020000013001,Traditional,Eastern Cape,20219,EC - Non-metro
298102010000008201,Traditional,Eastern Cape,20206,EC - Non-metro
362100360000016701,Urban,Northern Cape,30102,NC - Non-metro
364101310000007001,Urban,Northern Cape,30101,NC - Non-metro
297100580000002401,Traditional,Eastern Cape,20217,EC - Non-metro
987105900000005001,Traditional,Limpopo,90211,LP - Non-metro
797138180000013401,Urban,Gauteng,76106,GP - Ekurhuleni
271104800000008401,Traditional,Eastern Cape,20204,EC - Non-metro
292104790000004901,Traditional,Eastern Cape,20215,EC - Non-metro
479100990000039801,Urban,Free State,40104,FS - Non-metro
662107460000011001,Urban,North West,60108,NW - Non-metro
499106610000005201,Urban,Free State,44102,FS - Mangaung
797123110000017201,Urban,Gauteng,76105,GP - Ekurhuleni
763100270000008601,Urban,Gauteng,70106,GP - Non-metro
506102200000020001,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
667103110000017301,Traditional,North West,60204,NW - Non-metro
591102270000003301,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
504101680000005901,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
799122650000002301,Urban,Gauteng,78107,GP - City of Tshwane
675100100000079401,Urban,North West,60102,NW - Non-metro
199117070000001901,Urban,Western Cape,11105,WC - City of Cape Town
599153580000001101,Urban,KwaZulu-Natal,55105,KZN - eThekwini
674102040000005801,Urban,North West,60106,NW - Non-metro
290104020000020201,Traditional,Eastern Cape,20219,EC - Non-metro
760106800080001701,Urban,Gauteng,70107,GP - Non-metro
799125450000006901,Urban,Gauteng,78103,GP - City of Tshwane
871102270000014201,Traditional,Mpumalanga,80206,MP - Non-metro
667103680000003401,Traditional,North West,60201,NW - Non-metro
968101320000002301,Traditional,Limpopo,90212,LP - Non-metro
270103180000035001,Traditional,Eastern Cape,20207,EC - Non-metro
663100970000011601,Urban,North West,60107,NW - Non-metro
293103360000006901,Traditional,Eastern Cape,20215,EC - Non-metro
798106040000001101,Urban,Gauteng,77106,GP - City of Johannesburg
799105450000004201,Urban,Gauteng,78112,GP - City of Tshwane
669102830000011201,Traditional,North West,60202,NW - Non-metro
265101690000008401,Urban,Eastern Cape,20106,EC - Non-metro
867100630000003901,Urban,Mpumalanga,80102,MP - Non-metro
797113200000015801,Urban,Gauteng,76102,GP - Ekurhuleni
799119630000015001,Urban,Gauteng,78106,GP - City of Tshwane
294109270000012201,Urban,Eastern Cape,20101,EC - Non-metro
199113130000006101,Urban,Western Cape,11102,WC - City of Cape Town
872102930000004601,Traditional,Mpumalanga,80106,MP - Non-metro
797116710000016201,Urban,Gauteng,76102,GP - Ekurhuleni
299119030000009401,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
260116300000026001,Urban,Eastern Cape,22102,EC - Buffalo City
461100920000031601,Urban,Free State,40102,FS - Non-metro
271103580000002601,Traditional,Eastern Cape,20206,EC - Non-metro
798100690000001101,Urban,Gauteng,77113,GP - City of Johannesburg
199108890000016601,Urban,Western Cape,11102,WC - City of Cape Town
874109400000005401,Traditional,Mpumalanga,80208,MP - Non-metro
499103270000012801,Urban,Free State,44101,FS - Mangaung
797150250000004101,Urban,Gauteng,76109,GP - Ekurhuleni
514102930000002601,Urban,KwaZulu-Natal,50110,KZN - Non-metro
566103820000016101,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
799125300000015401,Urban,Gauteng,78106,GP - City of Tshwane
760113430000001401,Urban,Gauteng,70107,GP - Non-metro
860102060000012301,Urban,Mpumalanga,80108,MP - Non-metro
365100590000003801,Urban,Northern Cape,30101,NC - Non-metro
660100430000008401,Traditional,North West,60208,NW - Non-metro
524105720000017101,Farms,KwaZulu-Natal,50301,KZN - Non-metro
599138240000001901,Urban,KwaZulu-Natal,55108,KZN - eThekwini
963103060000008101,Traditional,Limpopo,90205,LP - Non-metro
379101140000000501,Urban,Northern Cape,30104,NC - Non-metro
264100510000002801,Urban,Eastern Cape,20104,EC - Non-metro
370100170000017601,Urban,Northern Cape,30101,NC - Non-metro
876103770000013201,Traditional,Mpumalanga,80205,MP - Non-metro
478100250000001301,Urban,Free State,40107,FS - Non-metro
538100690000004401,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
575100940000011001,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
874105760000005101,Traditional,Mpumalanga,80208,MP - Non-metro
869104440000016001,Urban,Mpumalanga,80102,MP - Non-metro
877108380000002601,Traditional,Mpumalanga,80204,MP - Non-metro
987100950000015501,Traditional,Limpopo,90401,LP - Non-metro
295103310000003601,Traditional,Eastern Cape,20214,EC - Non-metro
297100580000000401,Traditional,Eastern Cape,20217,EC - Non-metro
577100360000028601,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
877108380000005601,Traditional,Mpumalanga,80204,MP - Non-metro
798144270000010401,Urban,Gauteng,77111,GP - City of Johannesburg
278101400000008401,Urban,Eastern Cape,20105,EC - Non-metro
864101030000007901,Urban,Mpumalanga,80109,MP - Non-metro
666102170000007301,Traditional,North West,60202,NW - Non-metro
798161790000050601,Urban,Gauteng,77102,GP - City of Johannesburg
383100950000001301,Urban,Northern Cape,30104,NC - Non-metro
576101480000024201,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
860100670000015801,Traditional,Mpumalanga,80202,MP - Non-metro
374100290000008701,Urban,Northern Cape,30101,NC - Non-metro
292104790000009701,Traditional,Eastern Cape,20215,EC - Non-metro
298102660000004501,Traditional,Eastern Cape,20210,EC - Non-metro
799102110000076001,Urban,Gauteng,78113,GP - City of Tshwane
199123360000008401,Urban,Western Cape,11101,WC - City of Cape Town
279100310000005101,Traditional,Eastern Cape,20206,EC - Non-metro
592100400000000801,Urban,KwaZulu-Natal,50104,KZN - Non-metro
583103350000011101,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
282105080000014601,Traditional,Eastern Cape,20207,EC - Non-metro
594100940000013001,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
665101590000011901,Traditional,North West,60208,NW - Non-metro
598101900000015401,Urban,KwaZulu-Natal,50102,KZN - Non-metro
877105290000015401,Traditional,Mpumalanga,80201,MP - Non-metro
199123990000004701,Urban,Western Cape,11113,WC - City of Cape Town
983100140000020501,Farms,Limpopo,90301,LP - Non-metro
290106100000005201,Traditional,Eastern Cape,20216,EC - Non-metro
524101270000014201,Urban,KwaZulu-Natal,50102,KZN - Non-metro
169101390000005901,Urban,Western Cape,10105,WC - Non-metro
296104470000021801,Traditional,Eastern Cape,20206,EC - Non-metro
871100080000026901,Traditional,Mpumalanga,80207,MP - Non-metro
271102830000011201,Traditional,Eastern Cape,20220,EC - Non-metro
383103630000014801,Urban,Northern Cape,30103,NC - Non-metro
799119280000021301,Urban,Gauteng,78103,GP - City of Tshwane
591100710000011801,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
969102980000006901,Traditional,Limpopo,90205,LP - Non-metro
760111800000012201,Urban,Gauteng,70109,GP - Non-metro
599155430000003001,Urban,KwaZulu-Natal,55111,KZN - eThekwini
966109470000006601,Traditional,Limpopo,90201,LP - Non-metro
985102510000006401,Traditional,Limpopo,90216,LP - Non-metro
872102450000013001,Traditional,Mpumalanga,80103,MP - Non-metro
199260780230001701,Urban,Western Cape,11111,WC - City of Cape Town
799149450000005301,Traditional,Gauteng,78201,GP - City of Tshwane
294107330000006601,Urban,Eastern Cape,20101,EC - Non-metro
860100280000011501,Traditional,Mpumalanga,80203,MP - Non-metro
284103940000002501,Traditional,Eastern Cape,20220,EC - Non-metro
199136600040001901,Urban,Western Cape,11101,WC - City of Cape Town
271103010000007201,Urban,Eastern Cape,20107,EC - Non-metro
982104000000009601,Traditional,Limpopo,90214,LP - Non-metro
277100540000010201,Urban,Eastern Cape,20102,EC - Non-metro
499105500000013301,Urban,Free State,44101,FS - Mangaung
284103650000003901,Traditional,Eastern Cape,20201,EC - Non-metro
868104570110000601,Urban,Mpumalanga,80107,MP - Non-metro
283101060000008901,Traditional,Eastern Cape,20221,EC - Non-metro
797125590000006301,Urban,Gauteng,76110,GP - Ekurhuleni
592100840000013701,Urban,KwaZulu-Natal,50106,KZN - Non-metro
585100750000006901,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
361101900000016201,Traditional,Northern Cape,30401,NC - Non-metro
474100720000012301,Urban,Free State,40106,FS - Non-metro
797108660000028401,Urban,Gauteng,76112,GP - Ekurhuleni
760102640000044101,Urban,Gauteng,70109,GP - Non-metro
876104470000021001,Traditional,Mpumalanga,80203,MP - Non-metro
577100850000008301,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
874109610000001001,Traditional,Mpumalanga,80201,MP - Non-metro
577100200000002301,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
799138430000006401,Urban,Gauteng,78103,GP - City of Tshwane
974110650000012201,Urban,Limpopo,90105,LP - Non-metro
260104340000007301,Urban,Eastern Cape,22103,EC - Buffalo City
568100770000014001,Urban,KwaZulu-Natal,50107,KZN - Non-metro
260115130000005301,Traditional,Eastern Cape,22201,EC - Buffalo City
199130700000020501,Urban,Western Cape,11107,WC - City of Cape Town
662106740000025101,Urban,North West,60401,NW - Non-metro
290106140000025301,Traditional,Eastern Cape,20212,EC - Non-metro
664102600000003301,Traditional,North West,60401,NW - Non-metro
467108610000002902,Urban,Free State,40401,FS - Non-metro
546100790000009201,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
575102040000007101,Traditional,KwaZulu-Natal,50215,KZN - Non-metro
587100600000016201,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
199258410000207801,Farms,Western Cape,11103,WC - City of Cape Town
868105050000003001,Urban,Mpumalanga,80401,MP - Non-metro
297103210000006701,Traditional,Eastern Cape,20218,EC - Non-metro
575102880000008001,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
299104080000011101,Urban,Eastern Cape,23102,EC - Nelson Mandela Bay
966101230000017801,Traditional,Limpopo,90208,LP - Non-metro
292103400000007301,Traditional,Eastern Cape,20208,EC - Non-metro
761101160000027401,Urban,Gauteng,70107,GP - Non-metro
292105160000009801,Traditional,Eastern Cape,20210,EC - Non-metro
799141030000021401,Urban,Gauteng,78103,GP - City of Tshwane
799122710000008501,Urban,Gauteng,78106,GP - City of Tshwane
799143240000010101,Urban,Gauteng,78107,GP - City of Tshwane
797144440000002201,Urban,Gauteng,76109,GP - Ekurhuleni
798119760000007001,Urban,Gauteng,77116,GP - City of Johannesburg
986100890000004401,Traditional,Limpopo,90210,LP - Non-metro
867100710000009901,Urban,Mpumalanga,80102,MP - Non-metro
667103680000015401,Traditional,North West,60201,NW - Non-metro
962100710000008101,Traditional,Limpopo,90209,LP - Non-metro
271103480000006901,Traditional,Eastern Cape,20220,EC - Non-metro
168101490000002301,Farms,Western Cape,10301,WC - Non-metro
298102660000015301,Traditional,Eastern Cape,20210,EC - Non-metro
866100280000010001,Urban,Mpumalanga,80109,MP - Non-metro
585100570000003801,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
183100420000003801,Urban,Western Cape,10105,WC - Non-metro
472102030000000201,Traditional,Free State,40201,FS - Non-metro
968106240000004401,Traditional,Limpopo,90201,LP - Non-metro
599110550000012101,Urban,KwaZulu-Natal,55112,KZN - eThekwini
662106130000017601,Traditional,North West,60203,NW - Non-metro
574100860000005401,Urban,KwaZulu-Natal,50102,KZN - Non-metro
766103730000011501,Urban,Gauteng,70102,GP - Non-metro
284102460000015701,Traditional,Eastern Cape,20201,EC - Non-metro
579101450000008101,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
797114180000019901,Urban,Gauteng,76102,GP - Ekurhuleni
860100620000014901,Traditional,Mpumalanga,80207,MP - Non-metro
473100900000010601,Urban,Free State,40105,FS - Non-metro
766101430000012201,Urban,Gauteng,70401,GP - Non-metro
982106690000021401,Traditional,Limpopo,90213,LP - Non-metro
599118490000008701,Urban,KwaZulu-Natal,55105,KZN - eThekwini
798145120000019401,Urban,Gauteng,77102,GP - City of Johannesburg
292103590000011601,Traditional,Eastern Cape,20216,EC - Non-metro
860100620000007301,Traditional,Mpumalanga,80207,MP - Non-metro
877103350000004001,Traditional,Mpumalanga,80204,MP - Non-metro
580102460000001401,Urban,KwaZulu-Natal,50101,KZN - Non-metro
274102590000018602,Traditional,Eastern Cape,20221,EC - Non-metro
599154230000004501,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
383103630000023001,Urban,Northern Cape,30103,NC - Non-metro
960104000000005101,Traditional,Limpopo,90208,LP - Non-metro
167100390000007101,Urban,Western Cape,10102,WC - Non-metro
799145270000020001,Urban,Gauteng,78108,GP - City of Tshwane
599130800000061701,Urban,KwaZulu-Natal,55104,KZN - eThekwini
271108510000000801,Traditional,Eastern Cape,20204,EC - Non-metro
580103820000011501,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
665100650000006201,Traditional,North West,60202,NW - Non-metro
594101320000017001,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
299115290000012201,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
299112120000014401,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
589101950000020701,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
661102600000009201,Traditional,North West,60402,NW - Non-metro
292104790000001701,Traditional,Eastern Cape,20215,EC - Non-metro
661103670000020701,Urban,North West,60108,NW - Non-metro
664101350000013301,Traditional,North West,60204,NW - Non-metro
667101760000014801,Traditional,North West,60201,NW - Non-metro
761101790000002201,Urban,Gauteng,70104,GP - Non-metro
798127390000050001,Urban,Gauteng,77106,GP - City of Johannesburg
573100210000003701,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
797148020000022601,Urban,Gauteng,76112,GP - Ekurhuleni
370100450070001201,Urban,Northern Cape,30103,NC - Non-metro
974110780000012501,Traditional,Limpopo,90209,LP - Non-metro
798154510000047001,Urban,Gauteng,77115,GP - City of Johannesburg
966107560000008501,Traditional,Limpopo,90204,LP - Non-metro
798131910000006401,Urban,Gauteng,77109,GP - City of Johannesburg
799149210000006401,Traditional,Gauteng,78201,GP - City of Tshwane
286101220000002301,Traditional,Eastern Cape,20220,EC - Non-metro
664102600000007701,Traditional,North West,60401,NW - Non-metro
599138240000006301,Urban,KwaZulu-Natal,55108,KZN - eThekwini
598100250000003201,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
982105930000008601,Traditional,Limpopo,90216,LP - Non-metro
271104650000009401,Traditional,Eastern Cape,20213,EC - Non-metro
987105430000013601,Traditional,Limpopo,90401,LP - Non-metro
799145400000005201,Urban,Gauteng,78108,GP - City of Tshwane
460100940000016401,Urban,Free State,40104,FS - Non-metro
863100940000004501,Urban,Mpumalanga,80108,MP - Non-metro
763100770000001401,Urban,Gauteng,70106,GP - Non-metro
469101070000018001,Urban,Free State,40106,FS - Non-metro
799143680000009601,Traditional,Gauteng,78201,GP - City of Tshwane
299106630000003101,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
199107120000023801,Urban,Western Cape,11109,WC - City of Cape Town
162100910000014101,Urban,Western Cape,10103,WC - Non-metro
985100890000012601,Traditional,Limpopo,90202,LP - Non-metro
293101580000014101,Traditional,Eastern Cape,20210,EC - Non-metro
297102640000015001,Traditional,Eastern Cape,20216,EC - Non-metro
973102110000005101,Traditional,Limpopo,90213,LP - Non-metro
798101040000009101,Urban,Gauteng,77113,GP - City of Johannesburg
504100420000011401,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
284104510000019601,Traditional,Eastern Cape,20203,EC - Non-metro
199142990000004501,Urban,Western Cape,11114,WC - City of Cape Town
797132980000016901,Urban,Gauteng,76107,GP - Ekurhuleni
576101480000020401,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
961101630000009701,Traditional,Limpopo,90201,LP - Non-metro
472103960000000301,Traditional,Free State,40201,FS - Non-metro
668100300030002001,Urban,North West,60108,NW - Non-metro
799141260000003501,Urban,Gauteng,78105,GP - City of Tshwane
599122040000010701,Urban,KwaZulu-Natal,55108,KZN - eThekwini
271101980000008501,Traditional,Eastern Cape,20204,EC - Non-metro
599131470000007901,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
877103350000006401,Traditional,Mpumalanga,80204,MP - Non-metro
283103720000018801,Urban,Eastern Cape,20105,EC - Non-metro
260111440000001601,Urban,Eastern Cape,22101,EC - Buffalo City
269100080000013601,Urban,Eastern Cape,20106,EC - Non-metro
588100520000005401,Traditional,KwaZulu-Natal,50215,KZN - Non-metro
