ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q29Whynot,Q210Age_Gr1,Q211Ageleft,Q212Whyleft,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Child_Labour
3877,874110160000011401,Male,5,African/Black,No,,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
3878,360101860000031601,Female,8,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,0.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,Setswana Home Language,0
3879,585100750000015601,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,Yes,Yes,Yes,No,English First Additional Language,Mathematics,0
3880,597100470000005101,Male,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,Yes,1.0,No,,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,No,Yes,No,No,No,No,No,1.0,Yes,Yes,Yes,Yes,Yes,English First Additional Language,Mathematics,0
3881,594101370000012301,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,Yes,2.0,No,,No,,No,,No,No,Yes,No,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,English First Additional Language,0
3882,599141870000003301,Female,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,No,Yes,No,No,No,No,No,2.0,Yes,No,No,Yes,No,IsiZulu Home Language,Mathematics,0
3883,472100240000001801,Female,9,African/Black,No,,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Mathematics,0
3884,499109090000008601,Female,17,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,School vacation period,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Tourism,Sesotho Home Language,0
3885,361101260000010501,Male,13,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,Physical Sciences,0
3886,599132870000007701,Male,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
3887,665101110000010701,Female,6,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,Yes,No,No,No,No,No,3.0,No,No,No,No,No,English First Additional Language,Setswana Home Language,0
3888,862102380000011301,Female,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,Yes,1.0,No,,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Social Sciences,Mathematics,1
3889,597100600000004001,Male,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,Yes,2.0,No,,No,,No,,No,No,Yes,Yes,Yes,Yes,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2.0,Yes,Yes,Yes,Yes,Yes,Natural Sciences,Social Sciences,0
3890,797123330000027804,Male,9,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,1.0,No,No,No,No,No,Mathematics,Life Skills,0
3891,167102530100001001,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Natural Sciences,0
3892,561101830000014601,Female,6,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,"Other, specify",5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,3.0,Yes,No,Yes,No,No,English First Additional Language,Mathematics,0
3893,468101340000009601,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Hospitality Studies,Afrikaans First Additional Language,0
3894,199123990000008701,Female,16,Coloured,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Life Skills,Physical Sciences,0
3895,199258410000207801,Male,11,Coloured,Yes,Yes,Yes,No,Yes,No,,,,,,Yes,,6.0,10.0,Expelled,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
3896,260110960000001401,Male,6,African/Black,Yes,Yes,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Arts & Culture,Arts & Culture,0
3897,982100570000014201,Female,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Sepedi Home Language,0
3898,962107490000000701,Male,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,No,,No,,No,,Yes,2.0,No,No,No,Yes,No,No,No,Yes,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,Yes,No,No,No,No,1.0,No,No,No,No,No,Geography,English First Additional Language,0
3899,271100480000021501,Male,15,African/Black,No,,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,4.0,No,,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Mathematics,0
3900,299106630000003101,Female,10,Coloured,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,"Other, specify",5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,Yes,No,IsiXhosa Home Language,English First Additional Language,0
3901,524104460000006601,Female,16,African/Black,No,,No,,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,Yes,0.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,0
3902,278100240000007901,Male,16,Coloured,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,English First Additional Language,Mathematics,0
3903,581102530000010401,Female,11,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,0
3904,798165630000054101,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Life Skills,0
3905,524105720000017101,Male,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,Yes,Did not want to/feel like going to school,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Arts & Culture,Life Orientation,0
3906,199105310000020701,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,Yes,English First Additional Language,Mathematics,0
3907,266100160000007201,Female,7,White,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,IsiXhosa Home Language,0
3908,294107890000008001,Female,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Economic Management Sciences,Technology,0
3909,361101850000031101,Male,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
3910,360101890000005201,Male,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Arts & Culture,0
3911,874109400000009801,Male,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,School vacation period,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Geography,Life Sciences,0
3912,560100270000019501,Female,17,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,To look after siblings,10 to 19 days,,,,,,No,,Yes,6.0,Yes,4.0,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,6.0,Yes,No,No,No,No,IsiZulu Home Language,Mathematical Literacy,1
3913,162100910000012001,Male,7,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,0
3914,977100060000020801,Female,5,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Setswana Home Language,0
3915,199138080000001401,Male,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
3916,799140700000011501,Male,13,African/Black,No,,No,,No,Yes,Primary or secondary school,6.0,Yes,School vacation period,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
3917,867100630000005901,Female,5,African/Black,Yes,Yes,Yes,No,No,No,,,,,,No,Too old/young,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
3918,473100210110000701,Male,17,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,Yes,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,Natural Sciences,Life Orientation,0
3919,672102680000044701,Male,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,Setswana Home Language,0
3920,968110260000008301,Male,12,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,Yes,No,No,1.0,No,No,No,No,No,Life Skills,History,0
3921,294101620000019101,Female,5,African/Black,Yes,Yes,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,English First Additional Language,0
3922,661108580000004901,Male,14,African/Black,Yes,Yes,No,,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,Yes,No,No,Life Skills,Setswana Home Language,0
3923,798165280000010101,Male,6,African/Black,Yes,Yes,Do not know,,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Physical Sciences,0
3924,797133230000003601,Female,10,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
3925,592100840000005701,Female,10,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,0.0,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,0
3926,295105270000006901,Male,13,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,Yes,1.0,Yes,2.0,No,,No,,No,,No,,No,No,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,Yes,No,English First Additional Language,History,0
3927,580101390000019001,Male,7,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Skills,English First Additional Language,0
3928,797150250000007901,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
3929,677100700000003401,Male,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Afrikaans First Additional Language,0
3930,877109310000004101,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Xitsonga Home Language,Mathematics,0
3931,504100580000003601,Male,14,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,IsiZulu Home Language,0
3932,570101260000012301,Female,16,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,Economics,0
3933,798118900000015001,Male,5,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Arts & Culture,Mathematics,0
3934,286104300000005301,Female,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,IsiXhosa Home Language,English First Additional Language,0
3935,580103690000005201,Male,13,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,Mathematics,0
3936,499110920160001201,Female,13,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,5.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Mathematics,English First Additional Language,0
3937,599136660000044801,Female,6,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Accounting,Other,0
3938,974106230000003601,Male,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Sepedi Home Language,0
3939,292101630000002901,Male,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,Mathematics,0
